"","V1"
"1000.txt",9
"1001.txt",2
"1002.txt",10
"1003.txt",3
"1004.txt",8
"1005.txt",8
"1006.txt",8
"1007.txt",8
"1008.txt",2
"1009.txt",3
"100.txt",5
"1010.txt",2
"1011.txt",4
"1012.txt",4
"1013.txt",8
"1014.txt",6
"1015.txt",8
"1016.txt",10
"1017.txt",4
"1018.txt",3
"1019.txt",2
"101.txt",7
"1020.txt",10
"1021.txt",2
"1022.txt",4
"1023.txt",5
"1024.txt",5
"1025.txt",9
"1026.txt",3
"1027.txt",3
"1028.txt",8
"1029.txt",2
"102.txt",2
"1030.txt",3
"1031.txt",8
"1032.txt",8
"1033.txt",1
"1034.txt",4
"1035.txt",6
"1036.txt",5
"1037.txt",1
"1038.txt",5
"1039.txt",1
"103.txt",1
"1040.txt",2
"1041.txt",4
"1042.txt",4
"1043.txt",4
"1044.txt",5
"1045.txt",5
"1046.txt",5
"1047.txt",4
"1048.txt",4
"1049.txt",4
"104.txt",8
"1050.txt",4
"1051.txt",4
"1052.txt",4
"1053.txt",4
"1054.txt",4
"1055.txt",5
"1056.txt",4
"1057.txt",9
"1058.txt",8
"1059.txt",8
"105.txt",7
"1060.txt",8
"1061.txt",8
"1062.txt",2
"1063.txt",8
"1064.txt",4
"1065.txt",9
"1066.txt",3
"1067.txt",3
"1068.txt",4
"1069.txt",3
"106.txt",8
"1070.txt",8
"1071.txt",5
"1072.txt",3
"1073.txt",1
"1074.txt",4
"1075.txt",3
"1076.txt",3
"1077.txt",9
"1078.txt",2
"1079.txt",3
"107.txt",8
"1080.txt",3
"1081.txt",2
"1082.txt",4
"1083.txt",4
"1084.txt",4
"1085.txt",4
"1086.txt",4
"1087.txt",4
"1088.txt",4
"1089.txt",4
"108.txt",2
"1090.txt",2
"1091.txt",8
"1092.txt",5
"1093.txt",2
"1094.txt",8
"1095.txt",9
"1096.txt",4
"1097.txt",2
"1098.txt",1
"1099.txt",8
"109.txt",7
"10.txt",2
"1100.txt",8
"1101.txt",9
"1103.txt",8
"1104.txt",6
"1105.txt",7
"1106.txt",4
"1107.txt",8
"1108.txt",2
"1109.txt",1
"110.txt",2
"1110.txt",9
"1111.txt",7
"1112.txt",1
"1113.txt",4
"1114.txt",8
"1115.txt",2
"1116.txt",7
"1117.txt",8
"1118.txt",4
"1119.txt",4
"111.txt",4
"1120.txt",1
"1121.txt",4
"1122.txt",4
"1123.txt",10
"1124.txt",4
"1125.txt",10
"1126.txt",3
"1127.txt",10
"1128.txt",10
"1129.txt",4
"1130.txt",3
"1131.txt",6
"1132.txt",4
"1133.txt",6
"1134.txt",3
"1135.txt",8
"1136.txt",8
"1137.txt",4
"1138.txt",2
"1139.txt",4
"113.txt",1
"1140.txt",6
"1141.txt",3
"1142.txt",1
"1143.txt",1
"1144.txt",4
"1146.txt",4
"1147.txt",7
"1148.txt",10
"1149.txt",10
"114.txt",10
"1150.txt",1
"1151.txt",5
"1152.txt",1
"1153.txt",7
"1154.txt",8
"1155.txt",3
"1156.txt",4
"1157.txt",1
"1158.txt",10
"1159.txt",7
"115.txt",6
"1160.txt",1
"1161.txt",8
"1162.txt",5
"1163.txt",3
"1164.txt",10
"1165.txt",7
"1166.txt",5
"1167.txt",6
"1168.txt",9
"1169.txt",2
"116.txt",7
"1170.txt",2
"1171.txt",2
"1172.txt",8
"1173.txt",5
"1174.txt",10
"1175.txt",3
"1176.txt",4
"1177.txt",4
"1178.txt",4
"1179.txt",4
"117.txt",2
"1180.txt",2
"1181.txt",4
"1182.txt",1
"1183.txt",7
"1184.txt",10
"1185.txt",7
"1186.txt",8
"1187.txt",9
"1188.txt",4
"1189.txt",9
"118.txt",3
"1190.txt",1
"1191.txt",2
"1192.txt",2
"1193.txt",6
"1194.txt",6
"1195.txt",2
"1196.txt",2
"1197.txt",6
"1198.txt",3
"1199.txt",1
"119.txt",8
"11.txt",10
"1200.txt",8
"1201.txt",9
"1202.txt",5
"1203.txt",8
"1204.txt",8
"1205.txt",3
"1206.txt",7
"1207.txt",1
"1208.txt",8
"1209.txt",7
"120.txt",8
"1210.txt",4
"1211.txt",2
"1212.txt",4
"1213.txt",1
"1214.txt",9
"1215.txt",4
"1216.txt",1
"1217.txt",8
"1218.txt",5
"1219.txt",4
"121.txt",10
"1220.txt",1
"1221.txt",2
"1222.txt",9
"1223.txt",3
"1224.txt",2
"1225.txt",7
"1226.txt",1
"1227.txt",10
"1228.txt",8
"1229.txt",4
"122.txt",9
"1230.txt",6
"1231.txt",5
"1232.txt",9
"1233.txt",2
"1234.txt",5
"1235.txt",3
"1236.txt",9
"1237.txt",2
"1238.txt",3
"1239.txt",4
"123.txt",7
"1240.txt",4
"1241.txt",3
"1242.txt",3
"1243.txt",3
"1244.txt",3
"1246.txt",3
"1247.txt",1
"1248.txt",3
"1249.txt",3
"124.txt",10
"1250.txt",2
"1252.txt",4
"1253.txt",4
"1254.txt",3
"1255.txt",3
"1256.txt",3
"1257.txt",2
"1258.txt",6
"1259.txt",2
"125.txt",8
"1261.txt",1
"1262.txt",3
"1263.txt",3
"1264.txt",3
"1265.txt",3
"1266.txt",3
"1267.txt",1
"1268.txt",10
"126.txt",8
"1270.txt",10
"1271.txt",3
"1272.txt",1
"1273.txt",4
"1274.txt",3
"1275.txt",3
"1276.txt",8
"1277.txt",3
"1278.txt",3
"1279.txt",3
"127.txt",4
"1280.txt",3
"1281.txt",3
"1282.txt",1
"1283.txt",1
"1284.txt",1
"1285.txt",3
"1286.txt",1
"1287.txt",3
"1288.txt",1
"1289.txt",3
"128.txt",4
"1290.txt",1
"1291.txt",3
"1292.txt",2
"1293.txt",6
"1294.txt",7
"1295.txt",7
"1296.txt",4
"1297.txt",3
"1298.txt",2
"1299.txt",1
"129.txt",1
"12.txt",9
"1300.txt",2
"1301.txt",2
"1303.txt",4
"1304.txt",1
"1305.txt",3
"1306.txt",4
"1307.txt",8
"1308.txt",2
"1309.txt",8
"130.txt",3
"1310.txt",9
"1311.txt",3
"1312.txt",3
"1313.txt",3
"1314.txt",3
"1315.txt",3
"1316.txt",3
"1317.txt",3
"1318.txt",8
"1319.txt",2
"131.txt",10
"1320.txt",3
"1321.txt",3
"1322.txt",8
"1323.txt",3
"1324.txt",2
"1325.txt",2
"1326.txt",3
"1327.txt",4
"1328.txt",4
"1329.txt",1
"132.txt",2
"1330.txt",3
"1331.txt",4
"1332.txt",10
"1333.txt",2
"1334.txt",3
"1335.txt",10
"1336.txt",2
"1337.txt",5
"1338.txt",1
"133.txt",8
"1340.txt",5
"1341.txt",3
"1342.txt",5
"1343.txt",6
"1344.txt",8
"1345.txt",6
"1346.txt",9
"1347.txt",1
"1348.txt",1
"1349.txt",6
"134.txt",6
"1350.txt",6
"1351.txt",5
"1352.txt",8
"1353.txt",3
"1354.txt",8
"1355.txt",10
"1356.txt",1
"1357.txt",8
"1358.txt",3
"1359.txt",1
"135.txt",10
"1360.txt",4
"1361.txt",9
"1362.txt",9
"1363.txt",7
"1364.txt",7
"1365.txt",3
"1366.txt",1
"1367.txt",3
"1368.txt",1
"1369.txt",5
"136.txt",2
"1370.txt",1
"1371.txt",4
"1372.txt",3
"1373.txt",6
"1375.txt",2
"1376.txt",5
"1377.txt",1
"1378.txt",2
"1379.txt",7
"137.txt",2
"1380.txt",1
"1381.txt",8
"1382.txt",8
"1383.txt",2
"1384.txt",3
"1385.txt",10
"1386.txt",5
"1387.txt",5
"1388.txt",8
"1389.txt",1
"138.txt",2
"1390.txt",10
"1391.txt",10
"1392.txt",1
"1393.txt",1
"1394.txt",6
"1395.txt",7
"1396.txt",3
"1397.txt",1
"1398.txt",1
"1399.txt",6
"139.txt",6
"13.txt",5
"1400.txt",6
"1401.txt",7
"1402.txt",2
"1403.txt",6
"1404.txt",4
"1405.txt",6
"1406.txt",4
"1407.txt",1
"1408.txt",9
"1409.txt",1
"140.txt",1
"1410.txt",4
"1411.txt",10
"1412.txt",3
"1413.txt",4
"1414.txt",1
"1415.txt",1
"1416.txt",2
"1417.txt",2
"1418.txt",4
"1419.txt",6
"141.txt",2
"1420.txt",1
"1421.txt",7
"1422.txt",5
"1423.txt",3
"1424.txt",1
"1425.txt",6
"1426.txt",4
"1427.txt",1
"1428.txt",1
"1429.txt",4
"142.txt",6
"1430.txt",6
"1431.txt",1
"1432.txt",9
"1433.txt",7
"1434.txt",1
"1435.txt",3
"1436.txt",8
"1437.txt",3
"1438.txt",2
"1439.txt",8
"143.txt",7
"1440.txt",1
"1441.txt",10
"1442.txt",7
"1443.txt",4
"1444.txt",8
"1445.txt",2
"1446.txt",1
"1447.txt",1
"1448.txt",4
"1449.txt",1
"144.txt",2
"1450.txt",9
"1452.txt",1
"1453.txt",3
"1454.txt",1
"1455.txt",4
"1456.txt",1
"1457.txt",4
"1458.txt",1
"1459.txt",1
"145.txt",5
"1460.txt",5
"1461.txt",1
"1462.txt",4
"1463.txt",1
"1464.txt",1
"1465.txt",1
"1466.txt",8
"1467.txt",3
"1468.txt",2
"1469.txt",8
"146.txt",3
"1470.txt",8
"1471.txt",7
"1472.txt",1
"1473.txt",2
"1474.txt",1
"1475.txt",7
"1476.txt",2
"1477.txt",10
"1478.txt",4
"1479.txt",1
"147.txt",7
"1480.txt",6
"1481.txt",5
"1482.txt",8
"1483.txt",4
"1484.txt",4
"1485.txt",7
"1486.txt",7
"1487.txt",1
"1488.txt",7
"1489.txt",6
"148.txt",2
"1490.txt",1
"1491.txt",1
"1492.txt",1
"1493.txt",3
"1494.txt",1
"1495.txt",9
"1496.txt",1
"1497.txt",1
"1498.txt",10
"1499.txt",10
"149.txt",2
"14.txt",4
"1500.txt",2
"1501.txt",4
"1502.txt",1
"1503.txt",10
"1504.txt",1
"1505.txt",7
"1506.txt",7
"1507.txt",1
"1508.txt",3
"1509.txt",3
"150.txt",2
"1510.txt",7
"1511.txt",7
"1512.txt",3
"1513.txt",1
"1514.txt",3
"1515.txt",3
"1516.txt",6
"1517.txt",5
"1518.txt",6
"1519.txt",1
"151.txt",2
"1520.txt",1
"1521.txt",4
"1522.txt",4
"1523.txt",4
"1525.txt",6
"1527.txt",7
"1528.txt",1
"1529.txt",1
"152.txt",8
"1530.txt",7
"1531.txt",1
"1532.txt",10
"1533.txt",10
"1534.txt",1
"1535.txt",1
"1536.txt",1
"1537.txt",1
"1538.txt",1
"1539.txt",1
"153.txt",3
"1540.txt",1
"1541.txt",1
"1542.txt",1
"1543.txt",5
"1544.txt",5
"1545.txt",1
"1546.txt",1
"1547.txt",1
"1548.txt",1
"1549.txt",6
"154.txt",7
"1550.txt",4
"1551.txt",4
"1552.txt",6
"1553.txt",1
"1554.txt",2
"1555.txt",2
"1556.txt",2
"1557.txt",8
"1558.txt",4
"1559.txt",2
"155.txt",2
"1560.txt",5
"1561.txt",2
"1562.txt",3
"1563.txt",2
"1564.txt",2
"1565.txt",1
"1566.txt",5
"1567.txt",2
"1568.txt",1
"1569.txt",10
"156.txt",2
"1570.txt",5
"1571.txt",8
"1572.txt",1
"1573.txt",4
"1574.txt",4
"1575.txt",7
"1576.txt",7
"1577.txt",2
"1578.txt",3
"1579.txt",4
"157.txt",7
"1580.txt",4
"1581.txt",4
"1582.txt",4
"1583.txt",5
"1584.txt",4
"1585.txt",8
"1586.txt",6
"1587.txt",6
"1588.txt",6
"1589.txt",6
"158.txt",2
"1590.txt",1
"1591.txt",3
"1592.txt",6
"1593.txt",8
"1594.txt",8
"1595.txt",2
"1596.txt",10
"1597.txt",2
"1598.txt",6
"1599.txt",2
"159.txt",3
"15.txt",5
"1600.txt",2
"1601.txt",2
"1602.txt",2
"1603.txt",7
"1604.txt",6
"1605.txt",2
"1606.txt",1
"1607.txt",6
"1608.txt",6
"1609.txt",6
"160.txt",7
"1610.txt",8
"1611.txt",2
"1612.txt",3
"1613.txt",2
"1614.txt",6
"1615.txt",3
"1616.txt",6
"1617.txt",6
"1618.txt",10
"1619.txt",3
"161.txt",6
"1620.txt",3
"1621.txt",2
"1622.txt",10
"1623.txt",10
"1624.txt",2
"1625.txt",2
"1626.txt",6
"1627.txt",7
"1628.txt",5
"1629.txt",5
"162.txt",5
"1630.txt",1
"1631.txt",10
"1632.txt",4
"1633.txt",2
"1634.txt",6
"1635.txt",1
"1636.txt",3
"1637.txt",6
"1638.txt",4
"1639.txt",4
"163.txt",5
"1640.txt",1
"1641.txt",8
"1642.txt",4
"1643.txt",1
"1644.txt",10
"1645.txt",6
"1646.txt",4
"1647.txt",4
"1648.txt",3
"1649.txt",4
"164.txt",9
"1650.txt",8
"1651.txt",4
"1652.txt",4
"1653.txt",3
"1654.txt",1
"1655.txt",8
"1656.txt",9
"1657.txt",7
"1658.txt",10
"1659.txt",4
"165.txt",3
"1660.txt",8
"1661.txt",8
"1662.txt",6
"1663.txt",6
"1664.txt",4
"1665.txt",6
"1666.txt",4
"1667.txt",4
"1668.txt",4
"1669.txt",7
"166.txt",1
"1670.txt",2
"1671.txt",4
"1672.txt",4
"1673.txt",1
"1674.txt",1
"1675.txt",4
"1676.txt",3
"1677.txt",6
"1678.txt",4
"1679.txt",3
"167.txt",5
"1680.txt",6
"1681.txt",6
"1682.txt",2
"1683.txt",6
"1684.txt",7
"1685.txt",4
"1686.txt",6
"1687.txt",10
"1688.txt",7
"1689.txt",4
"168.txt",3
"1690.txt",1
"1691.txt",1
"1692.txt",7
"1693.txt",2
"1694.txt",3
"1695.txt",4
"1696.txt",5
"1697.txt",7
"1698.txt",4
"1699.txt",3
"169.txt",3
"16.txt",5
"1700.txt",3
"1701.txt",6
"1702.txt",1
"1703.txt",10
"1704.txt",10
"1706.txt",2
"1707.txt",7
"1708.txt",2
"1709.txt",10
"170.txt",2
"1710.txt",6
"1711.txt",7
"1712.txt",1
"1713.txt",8
"1714.txt",1
"1715.txt",10
"1716.txt",10
"1717.txt",10
"1718.txt",10
"1719.txt",10
"171.txt",2
"1720.txt",4
"1721.txt",10
"1722.txt",4
"1723.txt",9
"1724.txt",9
"1725.txt",9
"1726.txt",8
"1727.txt",6
"1728.txt",9
"1729.txt",6
"172.txt",9
"1730.txt",6
"1731.txt",6
"1732.txt",4
"1733.txt",6
"1734.txt",1
"1735.txt",10
"1736.txt",6
"1737.txt",9
"1738.txt",9
"1739.txt",9
"173.txt",1
"1740.txt",2
"1741.txt",9
"1742.txt",9
"1743.txt",5
"1744.txt",9
"1745.txt",2
"1746.txt",9
"1747.txt",1
"1748.txt",8
"1749.txt",3
"174.txt",1
"1750.txt",9
"1751.txt",9
"1752.txt",9
"1753.txt",9
"1754.txt",4
"1755.txt",2
"1756.txt",7
"1757.txt",4
"1758.txt",7
"1759.txt",4
"175.txt",9
"1760.txt",10
"1761.txt",6
"1762.txt",3
"1763.txt",2
"1764.txt",6
"1765.txt",4
"1766.txt",6
"1767.txt",9
"1768.txt",9
"1769.txt",9
"176.txt",1
"1770.txt",9
"1771.txt",9
"1772.txt",9
"1773.txt",3
"1774.txt",9
"1775.txt",9
"1776.txt",9
"1777.txt",9
"1778.txt",3
"1779.txt",7
"177.txt",6
"1780.txt",2
"1781.txt",9
"1782.txt",9
"1783.txt",9
"1784.txt",9
"1785.txt",2
"1786.txt",9
"1787.txt",1
"1788.txt",6
"1789.txt",2
"178.txt",4
"1790.txt",6
"1791.txt",6
"1792.txt",6
"1793.txt",2
"1794.txt",1
"1795.txt",4
"1796.txt",6
"1797.txt",5
"1798.txt",5
"1799.txt",9
"179.txt",6
"17.txt",1
"1800.txt",5
"1801.txt",9
"1802.txt",7
"1803.txt",6
"1804.txt",4
"1805.txt",6
"1806.txt",2
"1807.txt",8
"1808.txt",3
"1809.txt",9
"180.txt",2
"1810.txt",2
"1811.txt",10
"1812.txt",9
"1813.txt",6
"1814.txt",3
"1815.txt",10
"1816.txt",9
"1817.txt",9
"1818.txt",4
"1819.txt",7
"181.txt",3
"1820.txt",9
"1821.txt",3
"1822.txt",9
"1823.txt",4
"1824.txt",5
"1825.txt",2
"1826.txt",9
"1827.txt",7
"1828.txt",3
"1829.txt",3
"182.txt",6
"1830.txt",7
"1831.txt",9
"1832.txt",4
"1833.txt",6
"1834.txt",1
"1835.txt",1
"1836.txt",2
"1837.txt",4
"1838.txt",7
"1839.txt",2
"183.txt",3
"1840.txt",4
"1841.txt",9
"1842.txt",9
"1843.txt",9
"1844.txt",2
"1845.txt",9
"1846.txt",9
"1847.txt",8
"1848.txt",2
"1849.txt",4
"184.txt",10
"1850.txt",7
"1851.txt",8
"1852.txt",6
"1853.txt",2
"1854.txt",6
"1855.txt",4
"1856.txt",6
"1857.txt",4
"1858.txt",4
"1859.txt",10
"185.txt",6
"1860.txt",6
"1861.txt",7
"1862.txt",6
"1863.txt",5
"1864.txt",1
"1865.txt",7
"1866.txt",10
"1867.txt",7
"1868.txt",1
"1869.txt",7
"186.txt",2
"1870.txt",2
"1871.txt",9
"1872.txt",9
"1873.txt",9
"1874.txt",2
"1875.txt",9
"1876.txt",7
"1877.txt",3
"1878.txt",1
"1879.txt",1
"187.txt",10
"1880.txt",2
"1881.txt",9
"1882.txt",2
"1883.txt",10
"1884.txt",3
"1885.txt",2
"1886.txt",1
"1887.txt",9
"1888.txt",9
"1889.txt",6
"188.txt",2
"1890.txt",9
"1891.txt",9
"1892.txt",9
"1893.txt",6
"1894.txt",9
"1895.txt",9
"1896.txt",2
"1897.txt",9
"1898.txt",1
"1899.txt",9
"189.txt",7
"18.txt",2
"1900.txt",8
"1901.txt",10
"1902.txt",10
"1903.txt",6
"1904.txt",10
"1905.txt",10
"1906.txt",3
"1907.txt",6
"1908.txt",9
"1909.txt",9
"190.txt",3
"1910.txt",2
"1911.txt",5
"1912.txt",6
"1913.txt",9
"1914.txt",1
"1915.txt",7
"1916.txt",4
"1918.txt",9
"1919.txt",7
"191.txt",4
"1920.txt",8
"1921.txt",6
"1922.txt",8
"1923.txt",7
"1924.txt",8
"1925.txt",2
"1926.txt",7
"1927.txt",7
"1928.txt",3
"1929.txt",6
"192.txt",8
"1930.txt",1
"1931.txt",3
"1932.txt",2
"1933.txt",8
"1934.txt",2
"1935.txt",8
"1936.txt",2
"1937.txt",2
"1938.txt",7
"1939.txt",8
"193.txt",10
"1940.txt",3
"1941.txt",7
"1942.txt",6
"1943.txt",2
"1944.txt",8
"1945.txt",7
"1946.txt",10
"1947.txt",2
"1948.txt",5
"1949.txt",8
"194.txt",3
"1950.txt",2
"1951.txt",2
"1952.txt",9
"1953.txt",7
"1954.txt",7
"1955.txt",7
"1956.txt",2
"1957.txt",2
"1958.txt",8
"1959.txt",1
"195.txt",3
"1960.txt",7
"1961.txt",7
"1962.txt",2
"1963.txt",3
"1964.txt",3
"1965.txt",10
"1966.txt",2
"1967.txt",4
"1968.txt",6
"1969.txt",7
"196.txt",8
"1970.txt",3
"1971.txt",3
"1972.txt",3
"1973.txt",8
"1974.txt",3
"1975.txt",7
"1976.txt",4
"1977.txt",2
"1978.txt",8
"197.txt",10
"1980.txt",2
"1981.txt",2
"1982.txt",3
"1983.txt",3
"1984.txt",5
"1985.txt",2
"1986.txt",5
"1987.txt",2
"1988.txt",5
"1989.txt",8
"198.txt",1
"1990.txt",7
"1991.txt",9
"1992.txt",5
"1993.txt",2
"1994.txt",2
"1995.txt",1
"1996.txt",5
"1997.txt",3
"1998.txt",8
"1999.txt",8
"199.txt",2
"19.txt",5
"2000.txt",2
"2001.txt",9
"2002.txt",5
"2003.txt",6
"2004.txt",10
"2005.txt",2
"2006.txt",1
"2007.txt",9
"2008.txt",6
"2009.txt",1
"200.txt",7
"2010.txt",3
"2011.txt",1
"2012.txt",9
"2013.txt",1
"2014.txt",7
"2015.txt",1
"2016.txt",6
"2017.txt",5
"2018.txt",10
"2019.txt",2
"201.txt",9
"2020.txt",1
"2021.txt",2
"2022.txt",2
"2023.txt",8
"2024.txt",10
"2025.txt",9
"2026.txt",2
"2027.txt",2
"2028.txt",10
"2029.txt",6
"202.txt",9
"2030.txt",2
"2031.txt",2
"2032.txt",2
"2033.txt",7
"2034.txt",7
"2035.txt",2
"2036.txt",7
"2037.txt",2
"2038.txt",2
"2039.txt",5
"203.txt",2
"2040.txt",1
"2041.txt",10
"2042.txt",8
"2043.txt",8
"2044.txt",5
"2045.txt",8
"2046.txt",1
"2047.txt",5
"2048.txt",6
"2049.txt",3
"204.txt",1
"2050.txt",10
"2051.txt",8
"2052.txt",4
"2053.txt",3
"2054.txt",3
"2055.txt",3
"2056.txt",1
"2057.txt",3
"2058.txt",3
"2059.txt",3
"205.txt",4
"2060.txt",3
"2061.txt",3
"2062.txt",10
"2063.txt",4
"2064.txt",7
"2065.txt",9
"2066.txt",7
"2067.txt",7
"2068.txt",7
"2069.txt",2
"206.txt",6
"2070.txt",8
"2071.txt",8
"2072.txt",7
"2073.txt",9
"2074.txt",4
"2075.txt",1
"2076.txt",1
"2077.txt",3
"2078.txt",2
"2079.txt",3
"207.txt",2
"2080.txt",10
"2081.txt",6
"2082.txt",4
"2083.txt",9
"2084.txt",3
"2085.txt",2
"2086.txt",10
"2087.txt",8
"2088.txt",2
"2089.txt",7
"208.txt",7
"2090.txt",6
"2091.txt",7
"2092.txt",10
"2093.txt",10
"2094.txt",5
"2095.txt",5
"2096.txt",2
"2097.txt",3
"2098.txt",1
"2099.txt",1
"209.txt",5
"20.txt",7
"2100.txt",7
"2101.txt",2
"2102.txt",5
"2103.txt",7
"2104.txt",9
"2105.txt",5
"2106.txt",3
"2107.txt",2
"2108.txt",10
"2109.txt",10
"210.txt",9
"2110.txt",2
"2111.txt",6
"2112.txt",4
"2113.txt",5
"2114.txt",3
"2115.txt",4
"2116.txt",9
"2117.txt",6
"2118.txt",2
"2119.txt",7
"211.txt",8
"2120.txt",2
"2121.txt",7
"2122.txt",5
"2123.txt",8
"2124.txt",1
"2125.txt",5
"2126.txt",3
"2127.txt",3
"2128.txt",7
"2129.txt",5
"212.txt",5
"2130.txt",2
"2131.txt",2
"2132.txt",9
"2133.txt",2
"2134.txt",10
"2135.txt",8
"2136.txt",8
"2137.txt",2
"2138.txt",6
"2139.txt",8
"213.txt",7
"2140.txt",1
"2141.txt",8
"2142.txt",7
"2143.txt",10
"2144.txt",6
"2145.txt",2
"2146.txt",9
"2147.txt",8
"2148.txt",4
"2149.txt",8
"214.txt",3
"2150.txt",1
"2151.txt",8
"2152.txt",8
"2153.txt",1
"2154.txt",2
"2155.txt",8
"2156.txt",5
"2157.txt",7
"2158.txt",8
"2159.txt",3
"215.txt",6
"2160.txt",1
"2161.txt",10
"2162.txt",2
"2163.txt",3
"2164.txt",3
"2165.txt",8
"2166.txt",2
"2167.txt",5
"2168.txt",10
"2169.txt",5
"216.txt",1
"2170.txt",4
"2171.txt",5
"2172.txt",8
"2173.txt",3
"2175.txt",10
"2176.txt",2
"2177.txt",4
"2178.txt",2
"2179.txt",7
"217.txt",3
"2180.txt",6
"2181.txt",4
"2182.txt",6
"2183.txt",8
"2184.txt",2
"2185.txt",5
"2186.txt",4
"2187.txt",2
"2188.txt",1
"2189.txt",3
"218.txt",3
"2190.txt",7
"2191.txt",1
"2192.txt",7
"2193.txt",5
"2194.txt",5
"2195.txt",5
"2196.txt",5
"2197.txt",8
"2198.txt",6
"2199.txt",7
"219.txt",1
"21.txt",2
"2200.txt",1
"2201.txt",5
"2202.txt",5
"2203.txt",2
"2204.txt",4
"2205.txt",1
"2206.txt",3
"2207.txt",5
"2208.txt",8
"2209.txt",4
"220.txt",4
"2210.txt",1
"2211.txt",8
"2212.txt",2
"2213.txt",2
"2214.txt",5
"2215.txt",2
"2216.txt",10
"2217.txt",2
"2218.txt",4
"2219.txt",5
"221.txt",6
"2220.txt",5
"2221.txt",3
"2222.txt",3
"2223.txt",1
"2224.txt",6
"2225.txt",4
"2226.txt",4
"2227.txt",5
"2228.txt",1
"2229.txt",4
"222.txt",8
"2230.txt",7
"2231.txt",3
"2232.txt",1
"2233.txt",7
"2234.txt",1
"2235.txt",3
"2236.txt",1
"2237.txt",9
"2238.txt",1
"2239.txt",1
"223.txt",3
"2240.txt",1
"2241.txt",2
"2242.txt",5
"2243.txt",2
"2244.txt",1
"2245.txt",1
"2246.txt",2
"2247.txt",9
"2248.txt",8
"2249.txt",10
"224.txt",6
"2250.txt",9
"2251.txt",3
"2252.txt",4
"2253.txt",2
"2254.txt",5
"2255.txt",3
"2256.txt",5
"2257.txt",5
"2258.txt",8
"2259.txt",8
"225.txt",6
"2260.txt",9
"2261.txt",4
"2262.txt",7
"2263.txt",8
